Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,CATAENRG/EPNG (IBLINELM) ELM RIDGE | 314947,NM,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Anadtran | 1298019,AZ,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ARCCRKSP | ARCCRKSP,CO,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,ISTORAGE | ISTORAGE,MX,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,DSAMCFE | DSAMCFE,NM,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,0.47000,%         ,Zone Surcharge,Permian Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,(Blanco) Blanco POOL | 300714,P,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Anadtran | 1298019,AZ,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ARCCRKSP | ARCCRKSP,CO,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,ISTORAGE | ISTORAGE,MX,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,DSAMCFE | DSAMCFE,NM,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,0.11000,%         ,Zone Surcharge,San Juan Basin
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,DEVON/EPNG (IPENWELL) PENWELL ENERG | 314875,S,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Anadtran | 1298019,AZ,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Anadtran | 1298019,AZ,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Anadtran | 1298019,AZ,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Anadtran | 1298019,AZ,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,ARCCRKSP | ARCCRKSP,CO,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,ARCCRKSP | ARCCRKSP,CO,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,ISTORAGE | ISTORAGE,MX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,ISTORAGE | ISTORAGE,MX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Commodity,0.01740,$/Dth     ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,DSAMCFE | DSAMCFE,NM,Reservation,11.36990,$/Dth/mth ,Zone to Zone,New Mexico Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Commodity,0.01680,$/Dth     ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Reservation,10.86290,$/Dth/mth ,Zone to Zone,Texas Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,ACA,0.00130,$/Dth,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Commodity,0.02030,$/Dth     ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Fuel,2.24000,%         ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,NNTH-3,Blanco Supply Area | 216748,TX,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Reservation,14.05200,$/Dth/mth ,Zone to Zone,Arizona Deliveries
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,CenaGas/EPNG (IMexWil) Willmex Coch | 398669,A,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,Anadtran | 1298019,AZ,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,91Renew/EPNG (Dtresrio) Tres Rios D | 48972,CA,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,ARCCRKSP | ARCCRKSP,CO,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,ARCCRKSP | ARCCRKSP,CO,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,ISTORAGE | ISTORAGE,MX,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,ISTORAGE | ISTORAGE,MX,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,DSAMCFE | DSAMCFE,NM,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,Ameredev/Epng (Djavelin) Javelina D | 54866,TX,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Loaning,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Loaning,0.40620,$/Dth     ,Zone Surcharge,Wilcox Lateral
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Parking,0.35510,$/Dth     ,System,Entire System
"El Paso Natural Gas Company, L.L.C.",07/01/2018,PAL,(PLAINS) PLAINS POOL | 302248,A,AEC-I/EPNG (DBUFFRNH) BUFFALO RANCH | 49653,WL,Parking,0.40620,$/Dth     ,Zone Surcharge,Wilcox Lateral
